"","date","tempF"
"1",2021-05-22 11:30:00,64.89
"2",2021-05-22 11:45:00,65.12
"3",2021-05-22 12:00:00,65.43
"4",2021-05-22 12:15:00,65.74
"5",2021-05-22 12:30:00,66.13
"6",2021-05-22 12:45:00,66.59
"7",2021-05-22 13:00:00,66.9
"8",2021-05-22 13:15:00,67.36
"9",2021-05-22 13:30:00,67.75
"10",2021-05-22 13:45:00,68.13
"11",2021-05-22 14:00:00,68.44
"12",2021-05-22 14:15:00,68.6
"13",2021-05-22 14:30:00,68.75
"14",2021-05-22 14:45:00,68.83
"15",2021-05-22 15:00:00,68.91
"16",2021-05-22 15:15:00,68.98
"17",2021-05-22 15:30:00,69.14
"18",2021-05-22 15:45:00,69.22
"19",2021-05-22 16:00:00,69.14
"20",2021-05-22 16:15:00,69.29
"21",2021-05-22 16:30:00,69.29
"22",2021-05-22 16:45:00,69.37
"23",2021-05-22 17:00:00,69.22
"24",2021-05-22 17:15:00,69.22
"25",2021-05-22 17:30:00,69.14
"26",2021-05-22 17:45:00,69.06
"27",2021-05-22 18:00:00,69.14
"28",2021-05-22 18:15:00,68.98
"29",2021-05-22 18:30:00,68.98
"30",2021-05-22 18:45:00,68.83
"31",2021-05-22 19:00:00,68.83
"32",2021-05-22 19:15:00,68.75
"33",2021-05-22 19:30:00,68.67
"34",2021-05-22 19:45:00,68.6
"35",2021-05-22 20:00:00,68.6
"36",2021-05-22 20:15:00,68.52
"37",2021-05-22 20:30:00,68.44
"38",2021-05-22 20:45:00,68.29
"39",2021-05-22 21:00:00,68.21
"40",2021-05-22 21:15:00,68.13
"41",2021-05-22 21:30:00,68.06
"42",2021-05-22 21:45:00,67.98
"43",2021-05-22 22:00:00,67.9
"44",2021-05-22 22:15:00,67.9
"45",2021-05-22 22:30:00,67.9
"46",2021-05-22 22:45:00,67.75
"47",2021-05-22 23:00:00,67.67
"48",2021-05-22 23:15:00,67.67
"49",2021-05-22 23:30:00,67.59
"50",2021-05-22 23:45:00,67.59
"51",2021-05-23 00:00:00,67.67
"52",2021-05-23 00:15:00,67.67
"53",2021-05-23 00:30:00,67.52
"54",2021-05-23 00:45:00,67.52
"55",2021-05-23 01:00:00,67.44
"56",2021-05-23 01:15:00,67.44
"57",2021-05-23 01:30:00,67.36
"58",2021-05-23 01:45:00,67.36
"59",2021-05-23 02:00:00,67.28
"60",2021-05-23 02:15:00,67.28
"61",2021-05-23 02:30:00,67.13
"62",2021-05-23 02:45:00,67.05
"63",2021-05-23 03:00:00,67.05
"64",2021-05-23 03:15:00,66.98
"65",2021-05-23 03:30:00,66.9
"66",2021-05-23 03:45:00,66.82
"67",2021-05-23 04:00:00,66.67
"68",2021-05-23 04:15:00,66.59
"69",2021-05-23 04:30:00,66.51
"70",2021-05-23 04:45:00,66.51
"71",2021-05-23 05:00:00,66.44
"72",2021-05-23 05:15:00,66.28
"73",2021-05-23 05:30:00,66.2
"74",2021-05-23 05:45:00,66.2
"75",2021-05-23 06:00:00,66.13
"76",2021-05-23 06:15:00,66.05
"77",2021-05-23 06:30:00,66.05
"78",2021-05-23 06:45:00,65.89
"79",2021-05-23 07:00:00,65.89
"80",2021-05-23 07:15:00,66.05
"81",2021-05-23 07:30:00,65.82
"82",2021-05-23 07:45:00,65.82
"83",2021-05-23 08:00:00,65.82
"84",2021-05-23 08:15:00,65.82
"85",2021-05-23 08:30:00,65.89
"86",2021-05-23 08:45:00,66.05
"87",2021-05-23 09:00:00,66.05
"88",2021-05-23 09:15:00,66.13
"89",2021-05-23 09:30:00,66.2
"90",2021-05-23 09:45:00,66.44
"91",2021-05-23 10:00:00,66.59
"92",2021-05-23 10:15:00,66.82
"93",2021-05-23 10:30:00,67.05
"94",2021-05-23 10:45:00,67.36
"95",2021-05-23 11:00:00,67.67
"96",2021-05-23 11:15:00,67.98
"97",2021-05-23 11:30:00,68.29
"98",2021-05-23 11:45:00,68.67
"99",2021-05-23 12:00:00,68.98
"100",2021-05-23 12:15:00,69.37
"101",2021-05-23 12:30:00,69.76
"102",2021-05-23 12:45:00,70.06
"103",2021-05-23 13:00:00,70.53
"104",2021-05-23 13:15:00,70.84
"105",2021-05-23 13:30:00,71.22
"106",2021-05-23 13:45:00,71.53
"107",2021-05-23 14:00:00,71.84
"108",2021-05-23 14:15:00,72
"109",2021-05-23 14:30:00,72.23
"110",2021-05-23 14:45:00,72.38
"111",2021-05-23 15:00:00,72.3
"112",2021-05-23 15:15:00,72.23
"113",2021-05-23 15:30:00,72.07
"114",2021-05-23 15:45:00,72
"115",2021-05-23 16:00:00,72
"116",2021-05-23 16:15:00,71.92
"117",2021-05-23 16:30:00,72
"118",2021-05-23 16:45:00,71.84
"119",2021-05-23 17:00:00,71.76
"120",2021-05-23 17:15:00,71.45
"121",2021-05-23 17:30:00,71.3
"122",2021-05-23 17:45:00,71.22
"123",2021-05-23 18:00:00,70.99
"124",2021-05-23 18:15:00,70.84
"125",2021-05-23 18:30:00,70.68
"126",2021-05-23 18:45:00,70.45
"127",2021-05-23 19:00:00,70.3
"128",2021-05-23 19:15:00,70.06
"129",2021-05-23 19:30:00,69.99
"130",2021-05-23 19:45:00,69.99
"131",2021-05-23 20:00:00,69.91
"132",2021-05-23 20:15:00,69.76
"133",2021-05-23 20:30:00,69.68
"134",2021-05-23 20:45:00,69.6
"135",2021-05-23 21:00:00,69.68
"136",2021-05-23 21:15:00,69.52
"137",2021-05-23 21:30:00,69.6
"138",2021-05-23 21:45:00,69.6
"139",2021-05-23 22:00:00,69.6
"140",2021-05-23 22:15:00,69.52
"141",2021-05-23 22:30:00,69.45
"142",2021-05-23 22:45:00,69.45
"143",2021-05-23 23:00:00,69.37
"144",2021-05-23 23:15:00,69.22
"145",2021-05-23 23:30:00,69.06
"146",2021-05-23 23:45:00,68.91
