"","date","tempF"
"1",2021-07-01 11:00:00,74.9297180175781
"2",2021-07-01 11:15:00,75.1613845825195
"3",2021-07-01 11:30:00,75.1613845825195
"4",2021-07-01 11:45:00,75.3930435180664
"5",2021-07-01 12:00:00,75.6247024536133
"6",2021-07-01 12:15:00,76.0880279541016
"7",2021-07-01 12:30:00,76.1652526855469
"8",2021-07-01 12:45:00,76.3969116210938
"9",2021-07-01 13:00:00,76.319694519043
"10",2021-07-01 13:15:00,76.6285705566406
"11",2021-07-01 13:30:00,76.860237121582
"12",2021-07-01 13:45:00,77.1691207885742
"13",2021-07-01 14:00:00,77.4007797241211
"14",2021-07-01 14:15:00,77.7096633911133
"15",2021-07-01 14:30:00,77.7868881225586
"16",2021-07-01 14:45:00,77.8641052246094
"17",2021-07-01 15:00:00,77.7096633911133
"18",2021-07-01 15:15:00,77.5552215576172
"19",2021-07-01 15:30:00,77.4780044555664
"20",2021-07-01 15:45:00,77.4780044555664
"21",2021-07-01 16:00:00,77.4007797241211
"22",2021-07-01 16:15:00,77.246337890625
"23",2021-07-01 16:30:00,77.0918960571289
"24",2021-07-01 16:45:00,76.7830123901367
"25",2021-07-01 17:00:00,76.6285705566406
"26",2021-07-01 17:15:00,76.4741363525391
"27",2021-07-01 17:30:00,76.2424697875977
"28",2021-07-01 17:45:00,76.1652526855469
"29",2021-07-01 18:00:00,76.0108108520508
"30",2021-07-01 18:15:00,75.8563690185547
"31",2021-07-01 18:30:00,75.7019271850586
"32",2021-07-01 18:45:00,75.6247024536133
"33",2021-07-01 19:00:00,75.3930435180664
"34",2021-07-01 19:15:00,75.2386016845703
"35",2021-07-01 19:30:00,75.0841598510742
"36",2021-07-01 19:45:00,74.9297180175781
"37",2021-07-01 20:00:00,74.6208343505859
"38",2021-07-01 20:15:00,74.4663925170898
"39",2021-07-01 20:30:00,74.3119506835938
"40",2021-07-01 20:45:00,74.1575088500977
"41",2021-07-01 21:00:00,73.8486251831055
"42",2021-07-01 21:15:00,73.6169662475586
"43",2021-07-01 21:30:00,73.2308654785156
"44",2021-07-01 21:45:00,73.0764236450195
"45",2021-07-01 22:00:00,72.9219818115234
"46",2021-07-01 22:15:00,72.6130981445312
"47",2021-07-01 22:30:00,72.4586563110352
"48",2021-07-01 22:45:00,72.3814392089844
"49",2021-07-01 23:00:00,72.149772644043
"50",2021-07-01 23:15:00,72.149772644043
"51",2021-07-01 23:30:00,71.9953308105469
"52",2021-07-01 23:45:00,71.9181137084961
"53",2021-07-02 00:00:00,71.9181137084961
"54",2021-07-02 00:15:00,71.6864471435547
"55",2021-07-02 00:30:00,71.4547882080078
"56",2021-07-02 00:45:00,71.3775634765625
"57",2021-07-02 01:00:00,71.3003463745117
"58",2021-07-02 01:15:00,71.1459045410156
"59",2021-07-02 01:30:00,70.9142456054688
"60",2021-07-02 01:45:00,70.9142456054688
"61",2021-07-02 02:00:00,70.8370208740234
"62",2021-07-02 02:15:00,70.8370208740234
"63",2021-07-02 02:30:00,70.4509201049805
"64",2021-07-02 02:45:00,69.7559280395508
"65",2021-07-02 03:00:00,69.4470520019531
"66",2021-07-02 03:15:00,69.6014938354492
"67",2021-07-02 03:30:00,69.8331527709961
"68",2021-07-02 03:45:00,69.9875946044922
"69",2021-07-02 04:00:00,70.064811706543
"70",2021-07-02 04:15:00,69.9875946044922
"71",2021-07-02 04:30:00,69.8331527709961
"72",2021-07-02 04:45:00,69.9103698730469
"73",2021-07-02 05:00:00,69.8331527709961
"74",2021-07-02 05:15:00,69.8331527709961
"75",2021-07-02 05:30:00,69.9103698730469
"76",2021-07-02 05:45:00,69.9103698730469
"77",2021-07-02 06:00:00,70.1420364379883
"78",2021-07-02 06:15:00,70.064811706543
"79",2021-07-02 06:30:00,70.1420364379883
"80",2021-07-02 06:45:00,70.064811706543
"81",2021-07-02 07:00:00,69.9875946044922
"82",2021-07-02 07:15:00,69.9103698730469
"83",2021-07-02 07:30:00,69.8331527709961
"84",2021-07-02 07:45:00,69.6787109375
"85",2021-07-02 08:00:00,69.6787109375
"86",2021-07-02 08:15:00,69.6014938354492
"87",2021-07-02 08:30:00,69.5242691040039
"88",2021-07-02 08:45:00,69.5242691040039
"89",2021-07-02 09:00:00,69.5242691040039
"90",2021-07-02 09:15:00,69.6014938354492
"91",2021-07-02 09:30:00,69.6014938354492
"92",2021-07-02 09:45:00,69.5242691040039
